"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"286","Altona North","4 Knapp St",3,"h",781000,"S","Jas","3/09/2016",11.1,3025,3,1,2,533,117,1970,"Hobsons Bay",-37.8291,144.835
"287","Altona North","103 Sixth Av",4,"h",857500,"S","hockingstuart","3/09/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"288","Altona North","80A Hansen St",4,"h",960000,"S","Sweeney","4/03/2017",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"289","Altona North","21 Hatherley Gr",3,"h",750000,"SP","Jas","4/03/2017",11.1,3025,3,1,3,554,146.861538586252,1970,"Hobsons Bay",-37.8449,144.85
"290","Altona North","3/66 Marion St",2,"t",421000,"S","hockingstuart","4/03/2017",11.1,3025,2,1,1,77,77,2009,"Hobsons Bay",-37.8351,144.8529
"291","Altona North","153 Mills St",3,"h",1405000,"S","Sweeney","4/03/2017",11.1,3025,3,1,3,655,146.861538586252,1970,"Hobsons Bay",-37.8338,144.8562
"293","Altona North","33 Carthy St",3,"h",683000,"S","FN","4/06/2016",11.1,3025,3,1,2,534,167,1967,"Hobsons Bay",-37.8284,144.8355
"295","Altona North","16 Harris St",3,"h",623000,"S","Sweeney","4/06/2016",11.1,3025,3,1,3,540,146.861538586252,1970,"Hobsons Bay",-37.8267,144.8368
"297","Altona North","58a Clematis Av",4,"t",780000,"S","hockingstuart","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"298","Altona North","1/77 Hansen St",3,"u",720000,"S","hockingstuart","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"299","Altona North","21 Joel Av",3,"h",705000,"SP","Village","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"300","Altona North","1/95 Mills St",3,"h",588000,"S","Williams","7/05/2016",11.1,3025,3,1,1,328,118,1970,"Hobsons Bay",-37.838,144.8555
"301","Altona North","2/5 Stapley Cr",4,"h",720000,"VB","hockingstuart","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"302","Altona North","5 Binns St",3,"h",710000,"PI","Village","7/11/2016",11.1,3025,3,1,3,540,116,1960,"Hobsons Bay",-37.8294,144.8378
"303","Altona North","2/9 First Av",2,"h",550000,"SP","RT","7/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"304","Altona North","1/28 Irwin Av",3,"u",640000,"VB","hockingstuart","7/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"305","Altona North","3/49 Misten Av",3,"h",537500,"SP","hockingstuart","7/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"307","Altona North","25 Allan St",4,"h",875000,"SP","Jas","8/10/2016",11.1,3025,3,1,4,559,169,1965,"Hobsons Bay",-37.8448,144.8529
"308","Altona North","9 Fourth Av",3,"h",800000,"S","Barlow","8/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"309","Altona North","11a Edward Av",3,"t",713500,"S","Greg","10/09/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"311","Altona North","21 Hatherley Gr",3,"h",700000,"VB","Jas","10/12/2016",11.1,3025,3,1,3,554,146.861538586252,1970,"Hobsons Bay",-37.8449,144.85
"312","Altona North","1B Paproth Gr",2,"h",551000,"SP","RT","10/12/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"313","Altona North","7 Seventh Av",3,"h",685000,"SP","Greg","10/12/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"314","Altona North","1/256 Mason St",2,"t",640000,"S","Williams","11/03/2017",11.1,3025,2,1,1,252,146.861538586252,1965,"Hobsons Bay",-37.8397,144.8602
"315","Altona North","21 Allan St",4,"h",650000,"SP","Williams","12/06/2016",11.1,3025,4,1,4,558,146.861538586252,1970,"Hobsons Bay",-37.8451,144.8529
"316","Altona North","56a First Av",3,"h",925000,"SP","RT","12/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"319","Altona North","85a First Av",3,"t",670000,"VB","Greg","14/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"320","Altona North","22 Joel Av",3,"h",680000,"SP","Hunter","14/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"321","Altona North","11 Mahon Av",3,"h",765000,"S","Greg","14/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"322","Altona North","2/36 May St",3,"h",675000,"S","hockingstuart","14/05/2016",11.1,3025,3,2,2,171,109,2012,"Hobsons Bay",-37.8337,144.8554
"323","Altona North","11 Beevers St",3,"h",708000,"S","Greg","15/10/2016",11.1,3025,3,1,2,585,97,1960,"Hobsons Bay",-37.8258,144.8523
"324","Altona North","2/10 Cleghorn Av",3,"t",656000,"SP","Gunn&Co","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"325","Altona North","2 Edward Av",4,"h",883000,"S","hockingstuart","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"326","Altona North","10 Murphy St",4,"h",965000,"SP","Gunn&Co","15/10/2016",11.1,3025,4,1,4,851,146.861538586252,1970,"Hobsons Bay",-37.8345,144.8444
"327","Altona North","128 Second Av",3,"h",870000,"S","Hunter","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"328","Altona North","5/24 Valerian Av",3,"h",681000,"PI","Village","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"329","Altona North","2/31 Cooper Av",2,"h",522500,"SA","hockingstuart","16/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"331","Altona North","1/36 Amaranth Av",3,"t",590000,"PI","RT","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"332","Altona North","3/36 Amaranth Av",2,"h",450000,"PI","RT","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"333","Altona North","61 Cooper Av",3,"h",765000,"S","Greg","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"334","Altona North","10 Freemans St",3,"h",750000,"VB","Greg","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"335","Altona North","16 Beevers St",3,"h",680000,"S","Sweeney","19/11/2016",11.1,3025,3,1,3,551,146.861538586252,1970,"Hobsons Bay",-37.8254,144.8514
"337","Altona North","150A McIntosh Rd",2,"t",510000,"SP","Williams","19/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"339","Altona North","31 Duosa Rd",3,"h",923000,"S","Greg","22/05/2016",11.1,3025,3,1,2,740,146.861538586252,1970,"Hobsons Bay",-37.8269,144.8455
"340","Altona North","252 Millers Rd",4,"h",693000,"SP","Raine&Horne","22/05/2016",11.1,3025,4,2,4,315,170,2008,"Hobsons Bay",-37.8391,144.8467
"342","Altona North","19 Cleghorn Av",3,"h",800000,"S","Buxton","22/08/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"343","Altona North","2 Gadsden St",3,"h",728500,"S","Jas","22/08/2016",11.1,3025,3,1,1,531,157,1960,"Hobsons Bay",-37.8277,144.8385
"344","Altona North","24 Hansen St",3,"h",931000,"S","hockingstuart","22/08/2016",11.1,3025,3,2,1,590,160,1950,"Hobsons Bay",-37.8382,144.8649
"345","Altona North","4 Prismall St",3,"h",988000,"S","Sweeney","22/08/2016",11.1,3025,3,1,4,715,146.861538586252,2008,"Hobsons Bay",-37.8423,144.8632
"346","Altona North","1/21 Freemans Rd",3,"h",590000,"SP","RT","23/04/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"347","Altona North","122 McIntosh Rd",3,"h",590000,"S","Village","23/04/2016",11.1,3025,3,1,2,561,146.861538586252,1970,"Hobsons Bay",-37.8444,144.8491
"348","Altona North","35 May St",2,"h",610000,"S","RT","24/09/2016",11.1,3025,2,1,2,691,146.861538586252,1970,"Hobsons Bay",-37.834,144.8553
"350","Altona North","6 Hill St",3,"h",815000,"S","hockingstuart","25/02/2017",11.1,3025,3,2,3,555,130,1960,"Hobsons Bay",-37.8318,144.8388
"351","Altona North","84 May St",4,"h",970000,"S","Greg","25/02/2017",11.1,3025,4,1,2,708,146.861538586252,1970,"Hobsons Bay",-37.833,144.8494
"352","Altona North","81 Fifth Av",4,"h",840000,"S","hockingstuart","26/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"353","Altona North","23 Huxtable Av",3,"h",840000,"S","Sweeney","26/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"354","Altona North","155 Chambers Rd",4,"h",760000,"S","Hunter","27/06/2016",11.1,3025,4,1,3,668,146.861538586252,1970,"Hobsons Bay",-37.8262,144.8439
"355","Altona North","61a First Av",3,"h",852500,"S","RT","27/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"356","Altona North","268d Mason St",4,"t",847500,"S","RT","27/06/2016",11.1,3025,4,3,1,252,146.861538586252,1970,"Hobsons Bay",-37.8393,144.8568
"357","Altona North","5 Cresser St",4,"h",1200000,"SP","RT","27/11/2016",11.1,3025,4,1,4,633,158,1960,"Hobsons Bay",-37.8375,144.8541
"358","Altona North","1/33 Fifth Av",3,"h",630000,"S","RT","27/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"360","Altona North","107 McIntosh Rd",3,"h",700000,"SP","Hunter","27/11/2016",11.1,3025,3,1,1,557,146.861538586252,1970,"Hobsons Bay",-37.8441,144.8505
"361","Altona North","10 Knapp St",3,"h",625000,"PI","Hunter","28/05/2016",11.1,3025,3,1,1,536,146.861538586252,1970,"Hobsons Bay",-37.8285,144.8351
"362","Altona North","4/221 Blackshaws Rd",2,"u",292000,"S","Jas","28/08/2016",11.1,3025,2,1,1,153,70,1970,"Hobsons Bay",-37.8332,144.8649
"363","Altona North","56a MacDonald Av",3,"t",640000,"PI","hockingstuart","28/08/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"364","Altona North","126 Sixth Av",3,"h",800000,"SP","RT","30/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"369","Armadale","4/769 High St",3,"t",1205000,"S","Jellis","3/12/2016",6.3,3143,3,2,2,101,105,2000,"Stonnington",-37.854,145.0135
"374","Armadale","1/7 Railway Av",2,"u",585000,"SP","hockingstuart","3/12/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"375","Armadale","65 Barkly Av",3,"h",2050000,"S","Marshall","4/03/2017",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"384","Armadale","12 Willis St",3,"h",2050000,"S","Marshall","4/03/2017",6.3,3143,3,2,1,205,116,1910,"Stonnington",-37.8574,145.0281
"390","Armadale","37 Barkly Av",2,"h",1930000,"S","Jellis","6/08/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"395","Armadale","538a Orrong Rd",3,"t",1586000,"S","RT","7/05/2016",6.3,3143,2,2,2,246,146.861538586252,1970,"Stonnington",-37.8566,145.0116
"401","Armadale","10 William St",1,"h",1435000,"SP","Jellis","8/10/2016",6.3,3143,2,2,1,144,107,1900,"Stonnington",-37.8564,145.0228
"417","Armadale","791 High St",3,"h",1800000,"PI","RT","15/10/2016",6.3,3143,3,2,2,405,121,1910,"Stonnington",-37.8545,145.0145
"419","Armadale","25 Llaneast St",4,"h",2200000,"PI","Jellis","15/10/2016",6.3,3143,4,1,2,495,163,1900,"Stonnington",-37.8613,145.0264
"429","Armadale","34a Rose St",2,"h",1125000,"S","RT","17/09/2016",6.3,3143,3,1,2,169,146.861538586252,1970,"Stonnington",-37.851,145.0161
"439","Armadale","14 New St",3,"h",1300000,"VB","Jellis","18/06/2016",6.3,3143,2,1,2,212,106,1900,"Stonnington",-37.8542,145.0149
"446","Armadale","63 Denbigh Rd",3,"h",1900000,"S","Marshall","22/05/2016",6.3,3143,3,1,2,328,108,1900,"Stonnington",-37.8559,145.0158
"452","Armadale","48 Barkly Av",3,"h",1992000,"S","Jellis","23/04/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"455","Armadale","2/377 Dandenong Rd",2,"u",872000,"S","Jellis","25/02/2017",6.3,3143,2,1,1,1194,146.861538586252,1953,"Stonnington",-37.8604,145.0147
"458","Armadale","75 Sutherland Rd",3,"h",1285000,"S","Marshall","25/02/2017",6.3,3143,3,1,2,186,80,1920,"Stonnington",-37.8554,145.0173
"465","Armadale","10/507 Dandenong Rd",2,"u",690000,"VB","Jellis","27/11/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"468","Armadale","3/769 High St",3,"t",1101000,"S","Jellis","27/11/2016",6.3,3143,3,1,2,103,3,2000,"Stonnington",-37.8542,145.0135
"472","Armadale","17 Kooyong Rd",4,"h",2000000,"PI","Marshall","28/05/2016",6.3,3143,4,3,4,544,146.861538586252,1970,"Stonnington",-37.8611,145.0195
"475","Armadale","8/507 Dandenong Rd",2,"u",577000,"S","Jellis","28/08/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"487","Ascot Vale","30 Rothwell St",3,"h",940000,"S","Nelson","3/12/2016",5.9,3032,3,1,2,298,108,1920,"Moonee Valley",-37.7777,144.9195
"490","Ascot Vale","42 Archer Av",3,"h",895000,"S","Nelson","4/02/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"491","Ascot Vale","7 Francis St",3,"h",1380000,"SP","Nelson","4/03/2017",5.9,3032,3,2,2,277,174,1910,"Moonee Valley",-37.7777,144.9221
"492","Ascot Vale","2/21 Harold St",2,"u",490000,"VB","Jellis","4/03/2017",5.9,3032,2,1,1,423,62,1970,"Moonee Valley",-37.7736,144.9015
"493","Ascot Vale","44 The Parade",4,"h",1850000,"S","Brad","4/03/2017",5.9,3032,4,3,1,478,270,1900,"Moonee Valley",-37.7729,144.9179
"494","Ascot Vale","97 Walter St",3,"h",1284000,"S","Woodards","4/03/2017",5.9,3032,3,1,2,623,146.861538586252,1938,"Moonee Valley",-37.7758,144.9089
"495","Ascot Vale","98 Epsom Rd",3,"h",971000,"SP","Nelson","4/06/2016",5.9,3032,3,2,2,285,128,1900,"Moonee Valley",-37.775,144.9091
"496","Ascot Vale","8 Geddes St",2,"h",710000,"PI","Nelson","4/06/2016",5.9,3032,2,1,1,214,77,1890,"Moonee Valley",-37.7776,144.9142
"498","Ascot Vale","119 Roseberry St",2,"h",750000,"SP","Maddison","4/06/2016",5.9,3032,2,1,1,226,92,1920,"Moonee Valley",-37.7745,144.9093
"499","Ascot Vale","25 Station Av",2,"h",840000,"S","Brad","4/06/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"500","Ascot Vale","10 Fenton St",2,"h",1053000,"S","Nelson","6/08/2016",5.9,3032,2,1,1,269,109,1900,"Moonee Valley",-37.7748,144.929
"501","Ascot Vale","10 McCully St",3,"h",1377000,"S","Nelson","6/08/2016",5.9,3032,3,1,1,417,168,1900,"Moonee Valley",-37.7756,144.9208
"502","Ascot Vale","120 Epsom Rd",3,"h",970000,"S","Brad","7/05/2016",5.9,3032,3,1,2,350,125,1904,"Moonee Valley",-37.7759,144.91
"503","Ascot Vale","47 Hurtle St",2,"h",940000,"S","Nelson","7/05/2016",5.9,3032,2,1,1,330,146.861538586252,1970,"Moonee Valley",-37.773,144.9049
"504","Ascot Vale","63 Kent St",2,"h",751000,"PI","Nelson","7/05/2016",5.9,3032,2,1,1,118,79,1890,"Moonee Valley",-37.7807,144.9288
"505","Ascot Vale","4 The Parade",2,"h",950000,"SP","Raine","7/05/2016",5.9,3032,2,1,1,173,102,1900,"Moonee Valley",-37.7731,144.9206
"507","Ascot Vale","1/17 Epsom Rd",2,"u",685000,"S","Brad","7/11/2016",5.9,3032,2,1,2,228,90,1995,"Moonee Valley",-37.7718,144.9066
"509","Ascot Vale","41 Monash St",3,"h",1230000,"S","Nelson","8/10/2016",5.9,3032,4,1,2,594,148,1960,"Moonee Valley",-37.7819,144.9064
"512","Ascot Vale","7a Station Av",2,"h",872500,"PI","Jellis","8/10/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"513","Ascot Vale","51 Francis St",2,"h",770000,"PI","Nelson","10/09/2016",5.9,3032,2,1,1,226,87,1900,"Moonee Valley",-37.7774,144.9186
"514","Ascot Vale","5/39 Sandown Rd",2,"t",490000,"PI","Alexkarbon","10/09/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"515","Ascot Vale","33 Dalgety Dr",3,"h",960000,"S","Walshe","10/12/2016",5.9,3032,3,2,2,229,146.861538586252,2011,"Moonee Valley",-37.7778,144.9065
"516","Ascot Vale","12 Mirams St",4,"h",890000,"SP","Raine","10/12/2016",5.9,3032,4,1,1,300,185,1890,"Moonee Valley",-37.7766,144.9143
"517","Ascot Vale","2 The Parade",2,"h",965000,"S","Nelson","10/12/2016",5.9,3032,2,1,1,170,146.861538586252,1970,"Moonee Valley",-37.7732,144.9206
"519","Ascot Vale","17 Aspect Av",4,"h",1200000,"PI","Nelson","11/02/2017",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"520","Ascot Vale","78 The Parade",3,"h",1440000,"S","Nelson","11/02/2017",5.9,3032,3,1,1,487,131,1900,"Moonee Valley",-37.7725,144.9146
"523","Ascot Vale","2 Farncomb St",3,"h",801000,"S","Jellis","12/11/2016",5.9,3032,3,1,2,431,146.861538586252,1950,"Moonee Valley",-37.781,144.9207
"525","Ascot Vale","6 Leonard Cr",3,"h",770000,"SP","Rendina","12/11/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"526","Ascot Vale","26 Newsom St",3,"h",1000000,"PI","Brad","12/11/2016",5.9,3032,3,2,2,440,120,1955,"Moonee Valley",-37.7746,144.9031
"527","Ascot Vale","8 Pentland St",3,"h",1435000,"S","Nelson","12/11/2016",5.9,3032,3,2,2,532,147,1950,"Moonee Valley",-37.7737,144.904
"529","Ascot Vale","52 Monash St",3,"h",1425000,"PI","Jellis","13/08/2016",5.9,3032,3,2,2,495,139,1920,"Moonee Valley",-37.7821,144.9055
"530","Ascot Vale","32 Myross Av",3,"h",925000,"S","Nelson","13/08/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"531","Ascot Vale","58 Fenton St",4,"h",1340000,"S","Nelson","14/05/2016",5.9,3032,3,2,2,683,232,1978,"Moonee Valley",-37.775,144.932
"532","Ascot Vale","70 Munro St",3,"h",955000,"S","Brad","14/05/2016",5.9,3032,3,1,1,263,117,1910,"Moonee Valley",-37.7753,144.9116
"533","Ascot Vale","1 Nairn Av",2,"h",1075000,"PI","Jellis","14/05/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"535","Ascot Vale","33 Hockey La",3,"h",1255000,"S","Nelson","15/10/2016",5.9,3032,3,2,2,308,146.861538586252,1970,"Moonee Valley",-37.7759,144.9338
"536","Ascot Vale","55 Hunt Cr",4,"h",1483000,"S","Brad","15/10/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"538","Ascot Vale","7 Angler Pde",4,"h",1640000,"S","Raine","16/04/2016",5.9,3032,4,3,2,562,204,1890,"Moonee Valley",-37.782,144.903
"540","Ascot Vale","2/127 Epsom Rd",2,"u",610000,"SP","Brad","16/04/2016",5.9,3032,2,1,1,301,104,1995,"Moonee Valley",-37.7791,144.914
"541","Ascot Vale","57 The Parade",3,"h",940000,"S","Nelson","16/04/2016",5.9,3032,3,3,1,491,127,1950,"Moonee Valley",-37.7727,144.9136
"542","Ascot Vale","62 Mirams St",3,"h",890000,"SP","Brad","16/07/2016",5.9,3032,3,1,1,242,110,1920,"Moonee Valley",-37.7765,144.9114
"543","Ascot Vale","4 Morphett Av",4,"h",1505000,"SP","Brad","16/07/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"544","Ascot Vale","67 Hurtle St",3,"h",1180000,"SP","Brad","17/09/2016",5.9,3032,3,2,2,617,149,1930,"Moonee Valley",-37.7742,144.906
"545","Ascot Vale","95 Walter St",4,"h",1480000,"S","Raine","17/09/2016",5.9,3032,4,2,2,597,180,1939,"Moonee Valley",-37.7757,144.9088
"546","Ascot Vale","15 Bayview Tce",2,"h",1150000,"S","Brad","18/03/2017",5.9,3032,2,1,1,387,146.861538586252,1970,"Moonee Valley",-37.7734,144.9191
"547","Ascot Vale","57 Monash St",3,"h",1350000,"S","Brad","18/03/2017",5.9,3032,3,1,3,575,146.861538586252,1970,"Moonee Valley",-37.7828,144.9049
"549","Ascot Vale","3/8 Walter St",2,"t",865000,"SP","Nelson","18/03/2017",5.9,3032,2,2,1,146,132,2015,"Moonee Valley",-37.7713,144.9038
"550","Ascot Vale","2/225 Maribyrnong Rd",2,"t",705000,"S","Brad","18/06/2016",5.9,3032,2,2,1,113,146.861538586252,1998,"Moonee Valley",-37.7712,144.9088
"553","Ascot Vale","21A Geddes St",3,"h",1037500,"S","Alexkarbon","19/11/2016",5.9,3032,3,1,2,506,110,1920,"Moonee Valley",-37.7779,144.9133
"554","Ascot Vale","1/20 Newsom St",3,"t",1050000,"S","Jellis","19/11/2016",5.9,3032,3,2,2,318,160,2013,"Moonee Valley",-37.7744,144.9035
"557","Ascot Vale","126 The Parade",2,"h",1010000,"S","Brad","19/11/2016",5.9,3032,2,1,1,325,146.861538586252,1970,"Moonee Valley",-37.7722,144.9117
"562","Ascot Vale","3 Aspect Av",4,"h",1070000,"S","Nelson","22/08/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"563","Ascot Vale","45 Bloomfield Rd",3,"h",1291000,"S","Brad","23/04/2016",5.9,3032,3,1,2,414,146.861538586252,1970,"Moonee Valley",-37.7766,144.9185
"565","Ascot Vale","21 Middle St",3,"h",1130000,"S","Nelson","23/04/2016",5.9,3032,3,2,1,272,157,1900,"Moonee Valley",-37.7774,144.928
"566","Ascot Vale","78 Francis St",3,"h",1135000,"S","Brad","24/09/2016",5.9,3032,3,1,1,296,104,1910,"Moonee Valley",-37.777,144.9176
"567","Ascot Vale","25 Geddes St",4,"h",950000,"PI","Nelson","24/09/2016",5.9,3032,4,2,1,298,147,1920,"Moonee Valley",-37.7778,144.9131
"571","Ascot Vale","15 Mirams St",4,"h",1345000,"S","Jellis","25/02/2017",5.9,3032,4,1,1,552,155,1920,"Moonee Valley",-37.7769,144.9138
"572","Ascot Vale","6/37 Myrnong Cr",1,"u",296000,"S","Woodards","25/02/2017",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"573","Ascot Vale","44 Walter St",3,"h",1381500,"S","Barry","25/02/2017",5.9,3032,3,2,2,416,168,1900,"Moonee Valley",-37.7727,144.9055
"574","Ascot Vale","25 Dalgety Dr",3,"h",940000,"S","Jellis","26/07/2016",5.9,3032,3,2,2,285,172,2011,"Moonee Valley",-37.7778,144.9061
"575","Ascot Vale","7 Dalgety Dr",3,"h",995000,"S","Nelson","26/07/2016",5.9,3032,3,2,1,314,177,2010,"Moonee Valley",-37.7778,144.9042
"576","Ascot Vale","37 Epsom Rd",3,"h",1050000,"SP","Frank","26/07/2016",5.9,3032,3,1,3,536,146.861538586252,1970,"Moonee Valley",-37.7728,144.9076
"577","Ascot Vale","6 Waller Ct",3,"h",786000,"S","Brad","26/07/2016",5.9,3032,3,2,1,576,120,1940,"Moonee Valley",-37.7816,144.9217
"578","Ascot Vale","17 Ascot St",2,"h",705000,"PI","Nelson","27/06/2016",5.9,3032,2,1,3,252,108,1910,"Moonee Valley",-37.7825,144.9206
"579","Ascot Vale","19 Dunlop Av",3,"h",660000,"PI","Nelson","27/06/2016",5.9,3032,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"580","Ascot Vale","73 Kent St",2,"h",760000,"PI","Nelson","27/06/2016",5.9,3032,2,1,1,124,77,1900,"Moonee Valley",-37.7807,144.9285
